,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
28834,LAS,RNO,"Las Vegas, NV","Reno, NV",3896,6028,44,345,2008-09-01,1879093,416657,36.08010101,-115.1520004,39.4990997314453,-119.767997741699
29159,SJC,RNO,"San Jose, CA","Reno, NV",6428,8768,64,188,2009-12-01,1839700,419261,37.3625984191895,-121.929000854492,39.4990997314453,-119.767997741699
29341,SEA,RNO,"Seattle, WA","Reno, NV",5992,7068,93,564,2009-10-01,6815696,419261,47.4490013122559,-122.30899810791,39.4990997314453,-119.767997741699
29354,SEA,RNO,"Seattle, WA","Reno, NV",830,1233,9,564,2009-11-01,6815696,419261,47.4490013122559,-122.30899810791,39.4990997314453,-119.767997741699
29790,DFW,ACT,"Dallas, TX","Waco, TX",2440,3591,189,89,1993-05-01,8450926,193719,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781
29811,SLC,ACT,"Salt Lake City, UT","Waco, TX",124,124,1,1036,1993-10-01,833385,193719,40.7883987426758,-111.977996826172,31.6112995147705,-97.2304992675781
29823,GGG,ACT,"Longview, TX","Waco, TX",17,30,1,157,1993-01-01,185478,193719,32.3839988708496,-94.7115020751953,31.6112995147705,-97.2304992675781
30010,EKO,ACT,"Elko, NV","Waco, TX",217,248,2,1212,1995-04-01,42918,198780,40.8249015808105,-115.791999816895,31.6112995147705,-97.2304992675781
30254,LAW,ACT,"Lawton, OK","Waco, TX",28,34,1,215,1998-10-01,108143,203214,34.5676994324,-98.4166030884,31.6112995147705,-97.2304992675781
30262,DFW,ACT,"Dallas, TX","Waco, TX",4107,7752,228,89,1998-06-01,9475022,203214,32.896800994873,-97.0380020141602,31.6112995147705,-97.2304992675781
30683,EKO,ACT,"Elko, NV","Waco, TX",121,122,1,1212,2002-01-01,45640,217272,40.8249015808105,-115.791999816895,31.6112995147705,-97.2304992675781
30750,BNA,ACT,"Nashville, TN","Waco, TX",77,129,1,681,2003-05-01,1386743,219485,36.1245002746582,-86.6781997680664,31.6112995147705,-97.2304992675781
31094,CAE,ACT,"Columbia, SC","Waco, TX",41,50,1,950,2006-04-01,705320,225559,33.9388008117676,-81.119499206543,31.6112995147705,-97.2304992675781
31263,COU,ACT,"Columbia, MO","Waco, TX",38,50,1,571,2007-02-01,162132,228241,38.8180999755859,-92.219596862793,31.6112995147705,-97.2304992675781
31271,LFT,ACT,"Lafayette, LA","Waco, TX",21,34,1,326,2007-05-01,256826,228241,30.20529938,-91.98760223,31.6112995147705,-97.2304992675781
31476,SAT,ACT,"San Antonio, TX","Waco, TX",272,280,2,161,2009-06-01,2072128,233378,29.5337009429932,-98.4698028564453,31.6112995147705,-97.2304992675781
31654,LAX,YUM,"Los Angeles, CA","Yuma, AZ",1051,2983,157,237,1995-11-01,23203726,121807,33.94250107,-118.4079971,32.65660095,-114.6060028
31869,PHX,YUM,"Phoenix, AZ","Yuma, AZ",0,0,40,160,2004-10-01,3723359,174000,33.4342994689941,-112.012001037598,32.65660095,-114.6060028
31875,SEA,YUM,"Seattle, WA","Yuma, AZ",0,0,1,1098,2004-09-01,6327406,174000,47.4490013122559,-122.30899810791,32.65660095,-114.6060028
32165,PHX,YUM,"Phoenix, AZ","Yuma, AZ",0,0,17,160,2007-06-01,4175595,189181,33.4342994689941,-112.012001037598,32.65660095,-114.6060028
32293,PHX,YUM,"Phoenix, AZ","Yuma, AZ",0,0,38,160,2008-04-01,4287323,193299,33.4342994689941,-112.012001037598,32.65660095,-114.6060028
32301,PHX,YUM,"Phoenix, AZ","Yuma, AZ",3261,4033,109,160,2008-11-01,4287323,193299,33.4342994689941,-112.012001037598,32.65660095,-114.6060028
32354,PHX,YUM,"Phoenix, AZ","Yuma, AZ",1615,2800,56,160,2009-10-01,4364094,196972,33.4342994689941,-112.012001037598,32.65660095,-114.6060028
32418,YNG,CAK,"Youngstown, OH","Akron, OH",1231,7200,72,47,1990-09-01,613801,658558,41.26070023,-80.67910004,40.9160995483398,-81.4421997070312
32502,ORD,CAK,"Chicago, IL","Akron, OH",4650,8000,80,344,1990-07-01,16395048,658558,41.97859955,-87.90480042,40.9160995483398,-81.4421997070312
32553,CLT,CAK,"Charlotte, NC","Akron, OH",1505,2312,34,394,1991-02-01,1050648,663958,35.2140007019043,-80.9430999755859,40.9160995483398,-81.4421997070312
32598,ORD,CAK,"Chicago, IL","Akron, OH",2940,6800,68,344,1991-02-01,16550288,663958,41.97859955,-87.90480042,40.9160995483398,-81.4421997070312
32643,DAY,CAK,"Dayton, OH","Akron, OH",2042,3300,30,162,1991-11-01,850946,663958,39.902400970459,-84.2193984985352,40.9160995483398,-81.4421997070312
32647,DAY,CAK,"Dayton, OH","Akron, OH",1624,4380,30,162,1991-06-01,850946,663958,39.902400970459,-84.2193984985352,40.9160995483398,-81.4421997070312
32974,LAS,CAK,"Las Vegas, NV","Akron, OH",125,128,1,1846,1994-09-01,938611,676549,36.08010101,-115.1520004,40.9160995483398,-81.4421997070312
33074,YNG,CAK,"Youngstown, OH","Akron, OH",1237,3584,56,47,1995-11-01,611729,680297,41.26070023,-80.67910004,40.9160995483398,-81.4421997070312
33222,PIT,CAK,"Pittsburgh, PA","Akron, OH",81,330,3,70,1996-09-01,2447532,685074,40.49150085,-80.23290253,40.9160995483398,-81.4421997070312
33263,MCO,CAK,"Orlando, FL","Akron, OH",2563,3276,27,860,1996-06-01,1422502,685074,28.4293994903564,-81.3089981079102,40.9160995483398,-81.4421997070312
33364,RDU,CAK,"Raleigh, NC","Akron, OH",25,30,1,376,1997-12-01,697449,686918,35.8776016235352,-78.7874984741211,40.9160995483398,-81.4421997070312
33569,CLT,CAK,"Charlotte, NC","Akron, OH",134,144,1,394,1998-05-01,1223835,687989,35.2140007019043,-80.9430999755859,40.9160995483398,-81.4421997070312
33842,CLE,CAK,"Cleveland, OH","Akron, OH",39,68,2,40,1999-10-01,2117837,689435,41.4117012024,-81.8498001099,40.9160995483398,-81.4421997070312
34311,DTW,CAK,"Detroit, MI","Akron, OH",531,1292,38,133,2001-12-01,8958464,698288,42.2123985290527,-83.353401184082,40.9160995483398,-81.4421997070312
34314,DTW,CAK,"Detroit, MI","Akron, OH",467,986,29,133,2001-10-01,8958464,698288,42.2123985290527,-83.353401184082,40.9160995483398,-81.4421997070312
34406,MEM,CAK,"Memphis, TN","Akron, OH",78,122,1,617,2002-11-01,1226669,699606,35.0424003601074,-89.9766998291016,40.9160995483398,-81.4421997070312
34441,DTW,CAK,"Detroit, MI","Akron, OH",739,1386,30,133,2002-10-01,8972134,699606,42.2123985290527,-83.353401184082,40.9160995483398,-81.4421997070312
34446,DTW,CAK,"Detroit, MI","Akron, OH",693,1768,52,133,2002-03-01,8972134,699606,42.2123985290527,-83.353401184082,40.9160995483398,-81.4421997070312
34596,CVG,CAK,"Cincinnati, OH","Akron, OH",0,0,0,214,2002-09-01,2050030,699606,39.0488014221,-84.6678009033,40.9160995483398,-81.4421997070312
34778,ATL,CAK,"Atlanta, GA","Akron, OH",1784,2030,29,528,2003-07-01,4673146,700286,33.6366996765137,-84.4281005859375,40.9160995483398,-81.4421997070312
35005,PIT,CAK,"Pittsburgh, PA","Akron, OH",580,1443,39,70,2004-09-01,2387819,700587,40.49150085,-80.23290253,40.9160995483398,-81.4421997070312
35138,DTW,CAK,"Detroit, MI","Akron, OH",828,1206,27,133,2004-04-01,8996622,700587,42.2123985290527,-83.353401184082,40.9160995483398,-81.4421997070312
35293,LGA,CAK,"New York, NY","Akron, OH",5065,7371,63,396,2005-08-01,37596228,700649,40.77719879,-73.87259674,40.9160995483398,-81.4421997070312
35505,YIP,CAK,"Detroit, MI","Akron, OH",0,0,1,142,2005-09-01,8988796,700649,42.23789978,-83.53040314,40.9160995483398,-81.4421997070312
35559,DCA,CAK,"Washington, DC","Akron, OH",0,40,1,274,2005-01-01,10458534,700649,38.8521,-77.037697,40.9160995483398,-81.4421997070312
35595,TPA,CAK,"Tampa, FL","Akron, OH",2658,3627,31,894,2005-01-01,2638814,700649,27.9755001068115,-82.533203125,40.9160995483398,-81.4421997070312
36141,TPA,CAK,"Tampa, FL","Akron, OH",3025,3627,31,894,2007-03-01,2711222,700559,27.9755001068115,-82.533203125,40.9160995483398,-81.4421997070312
36148,TPA,CAK,"Tampa, FL","Akron, OH",132,137,1,894,2007-05-01,2711222,700559,27.9755001068115,-82.533203125,40.9160995483398,-81.4421997070312
36214,RDU,CAK,"Raleigh, NC","Akron, OH",0,50,1,376,2007-11-01,1045871,700559,35.8776016235352,-78.7874984741211,40.9160995483398,-81.4421997070312
36598,PHL,CAK,"Philadelphia, PA","Akron, OH",1943,2550,51,335,2008-07-01,11880992,699954,39.871898651123,-75.241096496582,40.9160995483398,-81.4421997070312
36725,ATL,CAK,"Atlanta, GA","Akron, OH",65,76,1,528,2009-11-01,5475213,699935,33.6366996765137,-84.4281005859375,40.9160995483398,-81.4421997070312
36968,BZN,BTM,"Bozeman, MT","Butte, MT",2534,9176,62,65,1990-07-01,50759,33892,45.77750015,-111.1529999,45.9547996520996,-112.497001647949
37028,MSO,BTM,"Missoula, MT","Butte, MT",225,486,27,101,1991-03-01,80417,34027,46.91630173,-114.0910034,45.9547996520996,-112.497001647949
37225,HLN,BTM,"Helena, MT","Butte, MT",197,450,25,51,1993-05-01,59357,34601,46.6068000793457,-111.983001708984,45.9547996520996,-112.497001647949
37250,BZN,BTM,"Bozeman, MT","Butte, MT",1681,8410,58,65,1993-12-01,55950,34601,45.77750015,-111.1529999,45.9547996520996,-112.497001647949
37299,GEG,BTM,"Spokane, WA","Butte, MT",978,1494,83,265,1994-11-01,395880,34684,47.6198997497559,-117.533996582031,45.9547996520996,-112.497001647949
37325,EKO,BTM,"Elko, NV","Butte, MT",124,124,1,391,1994-10-01,41668,34684,40.8249015808105,-115.791999816895,45.9547996520996,-112.497001647949
37412,GEG,BTM,"Spokane, WA","Butte, MT",700,1440,80,265,1996-01-01,404173,34525,47.6198997497559,-117.533996582031,45.9547996520996,-112.497001647949
37464,HLN,BTM,"Helena, MT","Butte, MT",256,846,47,51,1997-02-01,63122,34371,46.6068000793457,-111.983001708984,45.9547996520996,-112.497001647949
37550,SEA,BTM,"Seattle, WA","Butte, MT",1523,2001,29,477,1999-06-01,5900502,33954,47.4490013122559,-122.30899810791,45.9547996520996,-112.497001647949
37553,SEA,BTM,"Seattle, WA","Butte, MT",1396,2277,33,477,1999-03-01,5900502,33954,47.4490013122559,-122.30899810791,45.9547996520996,-112.497001647949
37907,SLC,BTM,"Salt Lake City, UT","Butte, MT",1598,2700,54,357,2008-11-01,1111600,32776,40.7883987426758,-111.977996826172,45.9547996520996,-112.497001647949
38154,CEC,CIC,"Crescent City, CA","Chico, CA",0,0,17,185,2006-10-01,28441,216933,41.78020096,-124.2369995,39.79539871,-121.8580017
38208,CEC,CIC,"Crescent City, CA","Chico, CA",0,0,21,185,2008-07-01,28873,219503,41.78020096,-124.2369995,39.79539871,-121.8580017
38248,SFO,CIC,"San Francisco, CA","Chico, CA",2065,3420,114,153,2009-11-01,8635706,220577,37.6189994812012,-122.375,39.79539871,-121.8580017
38357,DOV,DOV,"Dover, DE","Dover, DE",0,0,1,0,2004-02-01,138382,138382,39.12950134,-75.46600342,39.12950134,-75.46600342
38418,JFK,DOV,"New York, NY","Dover, DE",0,0,7,138,2005-07-01,37596228,143294,40.63980103,-73.77890015,39.12950134,-75.46600342
38496,JFK,DOV,"New York, NY","Dover, DE",0,0,10,138,2007-04-01,37802334,152090,40.63980103,-73.77890015,39.12950134,-75.46600342
38648,JFK,DOV,"New York, NY","Dover, DE",0,0,1,138,2009-06-01,38139592,157741,40.63980103,-73.77890015,39.12950134,-75.46600342
38763,MSP,FAR,"Minneapolis, MN","Fargo, ND",2054,3400,34,223,1990-06-01,2548237,153686,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
38828,TPA,FAR,"Tampa, FL","Fargo, ND",60,146,1,1519,1991-10-01,2098618,155182,27.9755001068115,-82.533203125,46.9207000732422,-96.815803527832
38927,MSP,FAR,"Minneapolis, MN","Fargo, ND",89,100,1,223,1991-01-01,2581103,155182,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39126,FSD,FAR,"Sioux Falls, SD","Fargo, ND",390,2058,14,230,1993-02-01,162720,159564,43.5820007324,-96.741897583,46.9207000732422,-96.815803527832
39180,ABQ,FAR,"Albuquerque, NM","Fargo, ND",73,143,1,964,1994-07-01,656887,161744,35.0401992797852,-106.609001159668,46.9207000732422,-96.815803527832
39218,MSP,FAR,"Minneapolis, MN","Fargo, ND",4845,7600,76,223,1994-03-01,2690359,161744,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39276,BIS,FAR,"Bismarck, ND","Fargo, ND",1126,3996,37,187,1994-10-01,87916,161744,46.7727012634277,-100.746002197266,46.9207000732422,-96.815803527832
39556,MSP,FAR,"Minneapolis, MN","Fargo, ND",8105,14400,144,223,1997-11-01,2795024,166645,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39582,MSP,FAR,"Minneapolis, MN","Fargo, ND",1412,2072,56,223,1997-07-01,2795024,166645,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39586,MSP,FAR,"Minneapolis, MN","Fargo, ND",7576,9500,95,223,1997-05-01,2795024,166645,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39683,MSP,FAR,"Minneapolis, MN","Fargo, ND",181,592,4,223,1998-10-01,2830434,168410,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39710,MSP,FAR,"Minneapolis, MN","Fargo, ND",357,450,3,223,1998-03-01,2830434,168410,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39848,MSP,FAR,"Minneapolis, MN","Fargo, ND",216,276,4,223,1999-07-01,2872109,170122,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
39988,MSP,FAR,"Minneapolis, MN","Fargo, ND",3306,6250,50,223,2000-09-01,2981616,174791,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
40069,MSP,FAR,"Minneapolis, MN","Fargo, ND",4006,7200,72,223,2001-08-01,3024111,176297,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
40073,MSP,FAR,"Minneapolis, MN","Fargo, ND",3328,5750,46,223,2001-11-01,3024111,176297,44.8819999695,-93.2218017578,46.9207000732422,-96.815803527832
40125,DFW,FAR,"Dallas, TX","Fargo, ND",61,78,1,967,2001-04-01,10709246,176297,32.896800994873,-97.0380020141602,46.9207000732422,-96.815803527832
40891,FSD,FAR,"Sioux Falls, SD","Fargo, ND",0,0,8,230,2005-05-01,215259,185854,43.5820007324,-96.741897583,46.9207000732422,-96.815803527832
40948,LAS,FAR,"Las Vegas, NV","Fargo, ND",942,1050,7,1205,2006-02-01,1778129,189263,36.08010101,-115.1520004,46.9207000732422,-96.815803527832
41168,LAX,FAR,"Los Angeles, CA","Fargo, ND",166,182,1,1440,2007-07-01,25385206,192358,33.94250107,-118.4079971,46.9207000732422,-96.815803527832
41581,LAR,FAR,"Laramie, WY","Fargo, ND",115,124,1,586,2008-09-01,33099,195948,41.3120994567871,-105.675003051758,46.9207000732422,-96.815803527832
41899,ORD,FNT,"Chicago, IL","Flint, MI",3232,4278,93,223,1992-08-01,16720340,431654,41.97859955,-87.90480042,42.9654006958008,-83.7435989379883
42042,LAN,FNT,"Lansing, MI","Flint, MI",994,3404,74,45,1994-02-01,444066,432133,42.7787017822266,-84.58740234375,42.9654006958008,-83.7435989379883
42147,CLE,FNT,"Cleveland, OH","Flint, MI",925,1862,98,145,1996-04-01,2130821,435313,41.4117012024,-81.8498001099,42.9654006958008,-83.7435989379883
42505,DTW,FNT,"Detroit, MI","Flint, MI",4330,6500,65,56,1999-02-01,8962394,437349,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
42688,CLT,FNT,"Charlotte, NC","Flint, MI",172,200,2,555,2000-05-01,1340417,436885,35.2140007019043,-80.9430999755859,42.9654006958008,-83.7435989379883
42727,MSP,FNT,"Minneapolis, MN","Flint, MI",90,100,1,491,2000-04-01,2981616,436885,44.8819999695,-93.2218017578,42.9654006958008,-83.7435989379883
42869,DTW,FNT,"Detroit, MI","Flint, MI",312,596,4,56,2001-01-01,8958464,437901,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
43014,DTW,FNT,"Detroit, MI","Flint, MI",536,700,7,56,2002-03-01,8972134,438775,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
43038,ATL,FNT,"Atlanta, GA","Flint, MI",7856,11583,99,644,2002-11-01,4555490,438775,33.6366996765137,-84.4281005859375,42.9654006958008,-83.7435989379883
43105,MCO,FNT,"Orlando, FL","Flint, MI",421,468,4,1011,2002-12-01,1756852,438775,28.4293994903564,-81.3089981079102,42.9654006958008,-83.7435989379883
43134,EWR,FNT,"Newark, NJ","Flint, MI",49,110,1,518,2002-07-01,18590085,438775,40.6925010681152,-74.168701171875,42.9654006958008,-83.7435989379883
43136,EWR,FNT,"Newark, NJ","Flint, MI",0,0,1,518,2002-12-01,18590085,438775,40.6925010681152,-74.168701171875,42.9654006958008,-83.7435989379883
43222,IND,FNT,"Indianapolis, IN","Flint, MI",0,0,17,260,2003-01-01,1600165,439544,39.7173,-86.294403,42.9654006958008,-83.7435989379883
43248,LAS,FNT,"Las Vegas, NV","Flint, MI",316,696,4,1733,2003-01-01,1572924,439544,36.08010101,-115.1520004,42.9654006958008,-83.7435989379883
43285,CVG,FNT,"Cincinnati, OH","Flint, MI",825,992,31,275,2003-05-01,2066256,439544,39.0488014221,-84.6678009033,42.9654006958008,-83.7435989379883
43391,DTW,FNT,"Detroit, MI","Flint, MI",137,220,2,56,2003-06-01,8985512,439544,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
43612,FLL,FNT,"Fort Lauderdale, FL","Flint, MI",445,468,4,1182,2004-04-01,5362678,439880,26.0725994110107,-80.152702331543,42.9654006958008,-83.7435989379883
43702,MSP,FNT,"Minneapolis, MN","Flint, MI",1967,2070,30,491,2004-10-01,3106569,439880,44.8819999695,-93.2218017578,42.9654006958008,-83.7435989379883
43739,ATL,FNT,"Atlanta, GA","Flint, MI",3878,4600,92,644,2004-03-01,4802300,439880,33.6366996765137,-84.4281005859375,42.9654006958008,-83.7435989379883
43974,TPA,FNT,"Tampa, FL","Flint, MI",2192,2500,25,1036,2005-04-01,2638814,439216,27.9755001068115,-82.533203125,42.9654006958008,-83.7435989379883
44097,CVG,FNT,"Cincinnati, OH","Flint, MI",2891,4200,84,275,2005-06-01,2102422,439216,39.0488014221,-84.6678009033,42.9654006958008,-83.7435989379883
44117,CVG,FNT,"Cincinnati, OH","Flint, MI",202,250,5,275,2005-08-01,2102422,439216,39.0488014221,-84.6678009033,42.9654006958008,-83.7435989379883
44127,MKE,FNT,"Milwaukee, WI","Flint, MI",1260,1786,94,211,2005-07-01,1536320,439216,42.9472007751465,-87.896598815918,42.9654006958008,-83.7435989379883
44130,MKE,FNT,"Milwaukee, WI","Flint, MI",1009,1672,88,211,2005-04-01,1536320,439216,42.9472007751465,-87.896598815918,42.9654006958008,-83.7435989379883
44234,DTW,FNT,"Detroit, MI","Flint, MI",107,296,2,56,2005-08-01,8988796,439216,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44245,DTW,FNT,"Detroit, MI","Flint, MI",2161,4216,34,56,2005-06-01,8988796,439216,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44293,MSP,FNT,"Minneapolis, MN","Flint, MI",458,550,5,491,2005-05-01,3132772,439216,44.8819999695,-93.2218017578,42.9654006958008,-83.7435989379883
44374,ILN,FNT,"Wilmington, OH","Flint, MI",0,0,5,239,2005-10-01,42063,439216,39.427898407,-83.792098999,42.9654006958008,-83.7435989379883
44407,CLE,FNT,"Cleveland, OH","Flint, MI",927,1805,95,145,2006-05-01,2106336,437395,41.4117012024,-81.8498001099,42.9654006958008,-83.7435989379883
44493,TPA,FNT,"Tampa, FL","Flint, MI",414,500,5,1036,2006-05-01,2684639,437395,27.9755001068115,-82.533203125,42.9654006958008,-83.7435989379883
44673,CVG,FNT,"Cincinnati, OH","Flint, MI",40,50,1,275,2006-05-01,2122711,437395,39.0488014221,-84.6678009033,42.9654006958008,-83.7435989379883
44719,DTW,FNT,"Detroit, MI","Flint, MI",1439,1900,19,56,2006-06-01,8969084,437395,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44797,DTW,FNT,"Detroit, MI","Flint, MI",56,68,2,56,2006-04-01,8969084,437395,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44859,DTW,FNT,"Detroit, MI","Flint, MI",1015,1300,26,56,2007-07-01,8913164,434086,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44916,DTW,FNT,"Detroit, MI","Flint, MI",2594,3500,35,56,2007-09-01,8913164,434086,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44924,DTW,FNT,"Detroit, MI","Flint, MI",2445,3000,60,56,2007-10-01,8913164,434086,42.2123985290527,-83.353401184082,42.9654006958008,-83.7435989379883
44999,TPA,FNT,"Tampa, FL","Flint, MI",903,1000,10,1036,2007-04-01,2711222,434086,27.9755001068115,-82.533203125,42.9654006958008,-83.7435989379883
45005,APN,FNT,"Alpena, MI","Flint, MI",0,0,23,146,2007-08-01,29732,434086,45.0780983,-83.56030273,42.9654006958008,-83.7435989379883
45618,LAS,FNT,"Las Vegas, NV","Flint, MI",1924,2192,16,1733,2008-02-01,1879093,428859,36.08010101,-115.1520004,42.9654006958008,-83.7435989379883
45965,BIL,HVR,"Billings, MT","Havre, MT",73,893,47,198,2009-07-01,154553,16632,45.8077011108398,-108.542999267578,48.54299927,-109.762001
45984,CNM,HOB,"Carlsbad, NM","Hobbs, NM",136,1539,81,66,1996-10-01,53069,56234,32.3375015258789,-104.263000488281,32.6875,-103.2170029
46332,ABR,HON,"Aberdeen, SD","Huron, SD",418,1350,45,74,2006-11-01,38886,15501,45.4491004943848,-98.4217987060547,44.3852005004883,-98.2285003662109
46544,ATL,MCN,"Atlanta, GA","Macon, GA",129,660,10,79,1995-07-01,3548667,215429,33.6366996765137,-84.4281005859375,32.692798614502,-83.6492004394531
